# BUSCO version is: 3.0.1 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /opt/asn/apps/anaconda_3-4.2.0_cent/bin/run_BUSCO.py -i /scratch/aubsys/DNAData//Fov891A.contigs.fasta -o Fov891A_BUSCO -l /scratch/aubsys/busco/dikarya_odb9/ -m genome -c 10 -sp fusarium_graminearum
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09263POH	Complete	tig00007939	3479815	3480970	436.0	271
EOG09263PWF	Complete	tig00000523	1408275	1409150	185.4	184
EOG09263PXH	Complete	tig00007936	5066690	5067830	424.9	250
EOG09263Q7N	Complete	tig00007939	3858368	3859468	251.9	211
EOG09263Q8J	Complete	tig00007953	1144723	1145987	467.8	240
EOG09263QB7	Complete	tig00007936	1231186	1232333	484.7	247
EOG09263QH4	Complete	tig00007965	1068736	1069954	364.1	223
EOG09263QPR	Complete	tig00007936	1439690	1441084	211.5	221
EOG09263QUM	Complete	tig00007965	2105661	2107526	315.3	281
EOG09263R4M	Complete	tig00000347	1204907	1206147	251.8	185
EOG09263R62	Complete	tig00000154	3882320	3883399	184.9	191
EOG09263RDD	Complete	tig00000523	1588536	1589610	321.9	222
EOG09263RF8	Complete	tig00007956	652170	654713	251.1	217
EOG09263ROQ	Complete	tig00000347	621729	623858	369.4	419
EOG09263RVR	Complete	tig00007936	3598150	3599178	463.8	264
EOG09263RW3	Complete	tig00007936	2758743	2759893	381.6	248
EOG09263RY2	Complete	tig00000523	1376966	1377796	119.5	110
EOG09263S1E	Complete	tig00007939	2954686	2955899	167.6	174
EOG09263S2P	Complete	tig00007956	1306398	1308170	286.1	249
EOG09263SFX	Complete	tig00007939	706251	707340	225.2	222
EOG09263SZM	Complete	tig00007956	2079398	2080309	330.1	230
EOG09263TQ5	Complete	tig00000154	2217111	2218413	416.5	253
EOG09263U08	Complete	tig00007936	3511854	3513335	221.6	234
EOG09263U71	Complete	tig00007965	1884139	1884990	150.9	142
EOG09263UAJ	Complete	tig00007946	2999539	3001179	371.6	311
EOG09263UCR	Complete	tig00007946	1624915	1626110	246.7	212
EOG09263ULA	Complete	tig00000154	3993265	3994797	403.1	280
EOG09263UN3	Complete	tig00007936	3564907	3566004	166.4	182
EOG09263UQF	Complete	tig00007939	3350583	3351545	178.8	158
EOG09263UWJ	Complete	tig00007953	3667993	3669272	253.7	233
EOG09263V60	Complete	tig00007956	3131031	3132128	235.3	177
EOG09263VOP	Complete	tig00007965	2678094	2679180	191.9	204
EOG09263W48	Complete	tig00007946	1887828	1888856	157.6	149
EOG09263W7L	Complete	tig00007953	3812552	3813803	295.9	211
EOG09263WB5	Complete	tig00007936	1241592	1243375	423.1	423
EOG09263WLB	Complete	tig00007939	3548281	3549523	270.8	178
EOG09263WM5	Complete	tig00000154	1377550	1380156	560.7	439
EOG09263WSS	Complete	tig00000154	1975461	1976440	306.7	181
EOG09263WWI	Complete	tig00007953	2035379	2036268	320.0	212
EOG09263WZ2	Complete	tig00007956	3263285	3264430	249.9	191
EOG09263X0V	Complete	tig00007939	1386771	1389484	375.1	310
EOG09263X1F	Complete	tig00007946	1706257	1707216	400.3	203
EOG09263X22	Complete	tig00007939	3493170	3494237	276.5	242
EOG09263X4B	Complete	tig00000154	3300653	3301513	284.8	196
EOG09263XN3	Complete	tig00007939	2866018	2866888	208.6	192
EOG09263XVS	Complete	tig00007936	4123024	4125603	241.9	207
EOG09263XZN	Complete	tig00007936	4164670	4165567	270.7	185
EOG09263Y3L	Complete	tig00007936	3771635	3772906	323.6	238
EOG09263YBT	Complete	tig00007953	3869673	3871154	249.6	196
EOG09263YFH	Complete	tig00000154	3099158	3100599	375.0	216
EOG09263YFX	Complete	tig00007956	1151482	1152579	328.6	224
EOG09263YUI	Complete	tig00007936	2573983	2577052	312.6	438
EOG09263Z41	Complete	tig00007939	4753284	4754920	257.2	238
EOG09263Z8I	Complete	tig00007956	2077599	2078362	276.9	182
EOG09263ZBF	Complete	tig00007936	3927332	3928167	426.7	233
EOG09263ZBJ	Complete	tig00007946	2647189	2647956	164.2	118
EOG09263ZSC	Complete	tig00000154	2767360	2768109	170.5	152
EOG09263ZW6	Complete	tig00007939	4663040	4663754	268.6	177
EOG0926400M	Complete	tig00000154	2297482	2298408	274.1	207
EOG0926407T	Complete	tig00007953	801165	802023	263.1	193
EOG092640BS	Complete	tig00000347	1746127	1747352	298.9	233
EOG092640ET	Complete	tig00000347	1695233	1696582	276.2	270
EOG092640IZ	Complete	tig00000154	1715752	1716626	316.2	211
EOG092640PR	Complete	tig00007936	1583192	1587738	272.4	465
EOG092640WA	Complete	tig00007936	5775065	5776206	102.4	167
EOG092640ZF	Complete	tig00007936	5367783	5368500	155.8	139
EOG0926419M	Complete	tig00000347	538023	539152	500.2	269
EOG092641A6	Complete	tig00007939	3937519	3938887	281.7	237
EOG092641G3	Complete	tig00007936	5791803	5793059	229.3	184
EOG092641K1	Complete	tig00000347	1537668	1538222	223.9	155
EOG092641M3	Complete	tig00007936	2587508	2588418	419.6	226
EOG092641UM	Complete	tig00000523	1659889	1660790	216.0	194
EOG0926420U	Complete	tig00000523	1285962	1287052	357.1	289
EOG0926423H	Complete	tig00007939	4864078	4865394	214.4	203
EOG0926425H	Complete	tig00007956	1874753	1875570	262.0	166
EOG09264272	Complete	tig00007965	1098688	1099462	282.0	197
EOG092642CB	Complete	tig00007936	5334608	5336671	269.9	199
EOG092642I5	Complete	tig00000523	1932176	1933817	235.6	184
EOG092642UD	Complete	tig00007939	1630739	1632092	218.2	196
EOG0926431P	Complete	tig00007946	1726237	1727171	273.1	215
EOG09264331	Complete	tig00000154	1644123	1645612	176.2	211
EOG0926436T	Complete	tig00007953	1117846	1118610	214.6	190
EOG09264398	Complete	tig00007946	2071761	2072696	301.3	213
EOG092643IE	Complete	tig00007936	1314537	1315400	158.4	155
EOG092643JW	Complete	tig00007946	3234288	3235294	127.0	160
EOG092643NE	Complete	tig00000523	1244162	1244997	108.9	100
EOG092643QM	Complete	tig00007936	5761827	5771562	115.0	137
EOG092643QW	Complete	tig00007956	779526	780535	207.5	156
EOG092643S6	Complete	tig00007953	1191069	1192337	245.6	198
EOG092643VB	Complete	tig00007956	3150143	3151073	317.8	201
EOG092643Y5	Complete	tig00007939	4781137	4782091	268.6	210
EOG09264441	Complete	tig00007939	3672749	3673684	350.6	200
EOG0926448Q	Missing
EOG092644DY	Missing
EOG092644K0	Complete	tig00000154	2884041	2884899	180.0	140
EOG092644N1	Complete	tig00007965	1617623	1618607	117.9	110
EOG092644O2	Complete	tig00007946	2331482	2332447	445.4	217
EOG092644TW	Complete	tig00000154	1285837	1286876	392.5	230
EOG092644WX	Complete	tig00007936	3190225	3191250	351.2	209
EOG092644X6	Complete	tig00007946	1006920	1007913	310.1	169
EOG092644Z6	Complete	tig00007936	3298676	3299584	273.3	183
EOG092644ZU	Complete	tig00007936	3534603	3535632	317.5	193
EOG0926457R	Complete	tig00007936	4003573	4004418	281.6	182
EOG0926458I	Complete	tig00007953	3245345	3246205	280.7	171
EOG092645G0	Complete	tig00007965	2395733	2397470	357.2	213
EOG092645L9	Complete	tig00007953	2074935	2075930	143.4	170
EOG092645LS	Complete	tig00007939	3150367	3150981	169.4	114
EOG092645MK	Complete	tig00000154	1230651	1231691	379.9	221
EOG092645OU	Complete	tig00007965	1335106	1336520	476.2	302
EOG092645QN	Complete	tig00000347	1305045	1306071	355.0	211
EOG092645TJ	Complete	tig00007936	1982224	1983781	277.4	230
EOG092645U1	Complete	tig00000347	1050104	1051372	181.7	244
EOG092646C6	Missing
EOG092646CB	Complete	tig00007956	3174236	3176089	294.9	193
EOG092646EZ	Complete	tig00007953	4433790	4434681	362.7	240
EOG092646PE	Complete	tig00007965	1830278	1831237	215.0	157
EOG092646VF	Complete	tig00007936	1056729	1057605	224.2	161
EOG092646WF	Complete	tig00007936	1236658	1238288	202.7	180
EOG09264719	Complete	tig00007953	2207149	2208109	319.1	221
EOG0926477X	Complete	tig00007965	1404171	1404953	240.7	192
EOG092647CM	Complete	tig00007939	3867431	3868258	178.7	175
EOG092647L7	Complete	tig00007946	2318415	2319340	394.3	197
EOG09264829	Complete	tig00007939	3103885	3105148	123.9	145
EOG0926484N	Complete	tig00007956	2849124	2850077	265.0	169
EOG09264873	Complete	tig00007953	2789476	2790311	294.6	202
EOG09264881	Complete	tig00007956	2211567	2213490	271.6	302
EOG0926489S	Complete	tig00007953	4118831	4119841	274.3	208
EOG092648K5	Complete	tig00007936	3533197	3533953	197.2	152
EOG092648LP	Complete	tig00007953	2963254	2964303	242.5	241
EOG092648O6	Complete	tig00007936	1033897	1035412	177.3	212
EOG092648Q0	Complete	tig00000347	1332917	1333797	385.6	185
EOG092648U2	Complete	tig00000523	2202309	2203604	149.3	122
EOG092648VW	Complete	tig00007939	1348009	1349215	358.3	206
EOG092648XW	Complete	tig00000154	2551799	2552995	214.9	171
EOG09264903	Complete	tig00007936	5185650	5186635	443.7	210
EOG09264904	Complete	tig00007953	3145251	3146122	241.2	165
EOG0926499W	Complete	tig00007936	3266457	3269350	411.6	287
EOG092649QJ	Complete	tig00007953	2129754	2131352	373.5	255
EOG092649VA	Complete	tig00007953	2206227	2207136	159.2	157
EOG092649VG	Complete	tig00007939	1524567	1525668	359.2	261
EOG092649XV	Complete	tig00007953	587466	588557	378.3	307
EOG09264A2D	Complete	tig00000523	1957168	1958134	178.7	163
EOG09264A8D	Complete	tig00007953	1253851	1254833	274.7	199
EOG09264ABT	Complete	tig00007939	1460494	1461125	159.2	129
EOG09264AWW	Missing
EOG09264B2P	Complete	tig00007953	3693989	3695331	313.2	237
EOG09264B2X	Complete	tig00007936	4496926	4498818	356.1	271
EOG09264B3O	Complete	tig00007939	3030459	3031972	213.8	171
EOG09264B74	Complete	tig00007939	796845	798002	128.1	142
EOG09264BIX	Complete	tig00007946	1732926	1733932	170.3	177
EOG09264BJC	Complete	tig00000523	1130047	1131015	240.9	158
EOG09264BOA	Complete	tig00007946	1906681	1908531	289.0	412
EOG09264BWL	Complete	tig00007953	3855820	3856638	102.7	80
EOG09264C3N	Complete	tig00007956	1849067	1850211	202.1	183
EOG09264C3V	Complete	tig00007965	2597320	2599783	127.0	109
EOG09264CA0	Complete	tig00007953	399508	400364	170.7	206
EOG09264CH7	Complete	tig00000154	3918967	3922873	448.6	369
EOG09264CND	Complete	tig00007956	1854131	1855045	127.4	142
EOG09264COX	Complete	tig00007936	2525590	2526597	273.9	176
EOG09264CP4	Complete	tig00007953	2847087	2847946	210.8	144
EOG09264CP8	Complete	tig00007939	3852535	3853571	287.4	190
EOG09264CST	Complete	tig00000154	1851688	1853245	288.0	228
EOG09264D7Y	Complete	tig00007939	1834900	1835751	289.7	198
EOG09264DIM	Complete	tig00007936	2402064	2402906	224.3	179
EOG09264DJ8	Complete	tig00007946	2958716	2959844	275.6	231
EOG09264DMU	Complete	tig00007965	2388350	2389201	187.2	160
EOG09264DOU	Complete	tig00007953	1199880	1201090	140.2	103
EOG09264DT4	Complete	tig00007939	4090483	4092297	420.7	380
EOG09264DY4	Complete	tig00000523	1314316	1315402	116.9	159
EOG09264DYD	Complete	tig00007939	3210811	3212888	286.3	242
EOG09264E5J	Complete	tig00007936	3294983	3296301	260.6	215
EOG09264E6Z	Complete	tig00007946	1804037	1804855	238.5	198
EOG09264EGS	Complete	tig00007953	1404457	1405611	97.9	106
EOG09264ENO	Complete	tig00007953	1998596	1999578	271.9	170
EOG09264F1U	Complete	tig00000154	2610598	2611945	306.8	255
EOG09264F60	Complete	tig00000347	1039556	1040320	243.5	144
EOG09264FOM	Complete	tig00007936	3545428	3546147	233.8	155
EOG09264FVQ	Complete	tig00007956	2355151	2356101	334.0	199
EOG09264FWI	Complete	tig00007936	1502087	1503656	404.5	335
EOG09264FXB	Complete	tig00007953	3154236	3156914	604.2	478
EOG09264FYY	Complete	tig00007956	2362083	2364172	234.5	185
EOG09264G04	Complete	tig00007946	2127487	2128133	199.6	117
EOG09264G0H	Complete	tig00007936	1976375	1977583	280.3	183
EOG09264G1F	Complete	tig00000154	1288130	1289644	174.5	166
EOG09264G1I	Complete	tig00000154	2064641	2065688	491.3	277
EOG09264G4X	Missing
EOG09264G7L	Complete	tig00007956	1999529	2000341	174.7	153
EOG09264GMT	Complete	tig00007936	1999016	2000178	341.7	212
EOG09264GQZ	Complete	tig00007953	1637632	1638899	243.4	176
EOG09264HHW	Complete	tig00007965	2131798	2132707	355.8	169
EOG09264HN5	Complete	tig00007953	4225358	4226070	194.6	144
EOG09264HOY	Complete	tig00007953	3146857	3148462	353.8	328
EOG09264HTG	Complete	tig00007956	1995624	1996560	405.6	205
EOG09264HU0	Complete	tig00000154	3499838	3501568	303.9	230
EOG09264HX6	Complete	tig00007953	3674017	3674672	116.5	91
EOG09264I14	Complete	tig00007953	2857122	2857685	106.4	86
EOG09264I6B	Complete	tig00000154	1633128	1633875	189.2	126
EOG09264I9J	Complete	tig00000347	508316	509800	225.3	134
EOG09264IDN	Complete	tig00007936	2352080	2352866	247.3	173
EOG09264IG5	Complete	tig00007939	3680594	3681350	285.6	184
EOG09264IIZ	Complete	tig00007946	3133574	3134297	177.8	139
EOG09264IKZ	Complete	tig00007939	2914059	2914762	90.5	105
EOG09264IMV	Complete	tig00007965	1913607	1915916	344.5	187
EOG09264IOS	Complete	tig00007936	731387	732169	187.8	170
EOG09264IPL	Complete	tig00000347	902978	903895	264.6	256
EOG09264IQ7	Complete	tig00007936	2687108	2688950	263.8	440
EOG09264IV9	Complete	tig00007939	4862716	4863833	263.2	200
EOG09264J8E	Complete	tig00007953	1553902	1554688	146.7	130
EOG09264JHE	Complete	tig00000523	1661203	1662132	325.7	163
EOG09264JK1	Complete	tig00000523	1670766	1671575	150.4	147
EOG09264JQ1	Complete	tig00007936	1324179	1325576	260.2	242
EOG09264JW6	Complete	tig00007936	1905551	1911358	245.9	165
EOG09264K2W	Complete	tig00000154	3531415	3532581	277.6	230
EOG09264KDO	Complete	tig00007936	2342645	2343689	208.9	163
EOG09264KIV	Complete	tig00000347	341231	342444	138.1	125
EOG09264KK7	Complete	tig00007953	3480441	3486399	181.0	137
EOG09264KO7	Complete	tig00000154	989896	990985	268.1	175
EOG09264KSI	Complete	tig00007953	3197439	3198103	181.0	133
EOG09264KTU	Complete	tig00007956	3100796	3101769	153.5	141
EOG09264L06	Complete	tig00007965	1879148	1879741	95.8	106
EOG09264L0C	Complete	tig00007936	2224415	2226571	377.8	189
EOG09264L3W	Complete	tig00007939	3706713	3707957	297.9	194
EOG09264L6D	Complete	tig00007956	3058950	3060106	169.9	166
EOG09264LBC	Complete	tig00000154	2395263	2396057	375.6	192
EOG09264LC7	Complete	tig00000347	82064	83200	221.5	185
EOG09264LH2	Complete	tig00007939	4589555	4591013	229.0	260
EOG09264LJU	Complete	tig00007953	3446255	3447721	235.7	176
EOG09264LKR	Complete	tig00007936	3824559	3827398	400.8	179
EOG09264MGU	Complete	tig00007939	3155070	3156690	173.7	170
EOG09264MIL	Complete	tig00007953	3573095	3574032	314.6	154
EOG09264MN3	Complete	tig00000347	1129114	1129620	95.6	103
EOG09264MZ1	Complete	tig00000347	404757	405502	115.7	146
EOG09264NC7	Complete	tig00007946	1812208	1812979	249.7	149
EOG09264NDD	Complete	tig00007936	1150485	1152040	144.0	188
EOG09264NEF	Complete	tig00007953	1863065	1863725	175.8	107
EOG09264NJ1	Complete	tig00007965	2444778	2445953	245.1	275
EOG09264NNY	Complete	tig00007946	1076473	1077523	230.3	161
EOG09264O2D	Complete	tig00007965	2607380	2607972	124.8	132
EOG09264O3B	Complete	tig00007953	998338	999107	185.3	115
EOG09264O6J	Complete	tig00000154	3153722	3154387	288.8	160
EOG09264O9F	Complete	tig00007953	3862851	3863555	232.7	181
EOG09264OAU	Complete	tig00007965	1533767	1534916	217.1	236
EOG09264OBA	Complete	tig00007936	2998733	2999465	162.1	131
EOG09264OBO	Complete	tig00007956	2352805	2353438	93.6	109
EOG09264OM7	Complete	tig00000523	1085957	1086701	247.4	148
EOG09264OML	Complete	tig00007956	2580269	2581094	211.7	179
EOG09264OQ8	Complete	tig00000347	363060	364604	265.5	180
EOG09264OXC	Complete	tig00000347	2021211	2021849	224.3	166
EOG09264OYZ	Complete	tig00007936	4023274	4023925	211.6	140
EOG09264P3R	Complete	tig00000523	1258120	1259562	405.9	236
EOG09264P4J	Complete	tig00000154	4135983	4138675	115.5	183
EOG09264P74	Complete	tig00007956	1322068	1323216	273.3	208
EOG09264PD5	Complete	tig00000154	2547613	2548238	300.5	167
EOG09264PDD	Complete	tig00007936	2459362	2460035	92.7	106
EOG09264PE5	Complete	tig00007936	2605865	2606798	264.0	173
EOG09264PI4	Complete	tig00000154	666516	667287	172.3	127
EOG09264PK5	Complete	tig00007953	3999287	4000250	195.9	157
EOG09264PMA	Complete	tig00007953	3036743	3037582	118.6	124
EOG09264QRY	Complete	tig00007953	3581243	3582059	119.2	106
EOG09264R0D	Complete	tig00000347	43014	44176	270.0	257
EOG09264R1U	Complete	tig00007956	1963785	1964948	121.9	123
EOG09264R4M	Complete	tig00007946	3033080	3033894	213.6	185
EOG09264RBX	Complete	tig00000154	2544194	2545028	252.2	172
EOG09264RIE	Complete	tig00007956	3427329	3428986	236.3	263
EOG09264RJ7	Complete	tig00000154	1039019	1039823	185.5	117
EOG09264RJL	Complete	tig00007936	2731581	2732222	117.9	90
EOG09264RQY	Complete	tig00007965	1205243	1205909	191.8	148
EOG09264RR2	Complete	tig00007953	2176766	2177758	310.1	165
EOG09264RW6	Complete	tig00007936	4224973	4225646	251.4	159
EOG09264S3E	Complete	tig00007936	5566687	5567440	233.8	161
EOG09264S40	Complete	tig00007939	4130794	4131800	170.5	234
EOG09264S4C	Complete	tig00007939	4080059	4080841	110.0	114
EOG09264SET	Complete	tig00000154	3448595	3449374	272.9	184
EOG09264SQJ	Complete	tig00007936	4661929	4662816	365.1	191
EOG09264SSI	Complete	tig00007936	1409349	1410085	195.0	148
EOG09264SUZ	Duplicated	tig00007946	1005203	1005756	165.2	121
EOG09264SUZ	Duplicated	tig00007956	2785338	2785951	158.9	118
EOG09264T0J	Complete	tig00007965	1374321	1375182	276.0	174
EOG09264T1U	Complete	tig00000154	3482766	3483820	301.3	259
EOG09264T3S	Complete	tig00007936	2428161	2429021	233.2	148
EOG09264T8I	Complete	tig00007965	2347542	2348756	166.1	127
EOG09264THP	Complete	tig00007936	5237669	5238562	174.8	185
EOG09264TJN	Complete	tig00007939	4148455	4149196	293.8	174
EOG09264TQ5	Complete	tig00007936	4208677	4209454	214.0	152
EOG09264U78	Complete	tig00007956	1722447	1724427	211.1	145
EOG09264U81	Complete	tig00000523	1317502	1318325	148.0	126
EOG09264UD3	Complete	tig00007953	1072967	1073526	178.3	110
EOG09264UJF	Complete	tig00007953	2163906	2164552	151.0	119
EOG09264UKL	Complete	tig00000154	2589195	2594732	74.9	130
EOG09264USX	Complete	tig00000154	3855905	3856681	177.7	127
EOG09264UVA	Complete	tig00007939	3423811	3424752	221.7	149
EOG09264V2U	Complete	tig00007936	2649391	2650084	158.4	124
EOG09264V30	Complete	tig00000154	1208234	1208838	128.2	108
EOG09264V3H	Complete	tig00007946	2306684	2308467	252.6	154
EOG09264V51	Complete	tig00007936	2299408	2300101	104.9	104
EOG09264VC6	Complete	tig00000154	1967971	1968754	122.1	114
EOG09264VRO	Complete	tig00007939	4897953	4899275	108.4	98
EOG09264VZ7	Complete	tig00007936	2935544	2936311	186.7	163
EOG09264W1U	Complete	tig00007939	3608527	3609400	170.1	171
EOG09264W46	Complete	tig00000154	1290324	1291162	262.1	194
EOG09264W71	Complete	tig00000347	842038	842890	248.1	193
EOG09264W7W	Complete	tig00007936	4351374	4352450	179.2	164
EOG09264WF4	Complete	tig00007946	1957324	1958577	335.3	276
EOG09264X31	Complete	tig00007936	5130125	5130824	178.2	132
EOG09264X41	Complete	tig00007936	5766755	5767552	139.8	164
EOG09264X8J	Complete	tig00007936	3786820	3787457	304.0	153
EOG09264X9R	Complete	tig00000347	836863	837948	169.0	160
EOG09264XF3	Complete	tig00007936	3896697	3905733	332.0	227
EOG09264XJC	Complete	tig00007956	1756035	1756825	161.5	166
EOG09264XKX	Complete	tig00007936	2020048	2020873	217.3	165
EOG09264XLN	Complete	tig00000347	1415132	1415820	105.4	84
EOG09264XM2	Complete	tig00007936	3586028	3586810	84.5	118
EOG09264XOC	Complete	tig00007939	1404909	1405730	308.0	228
EOG09264XOZ	Complete	tig00000347	210282	212310	354.3	458
EOG09264XPY	Complete	tig00000154	4006612	4007315	208.6	148
EOG09264XT5	Complete	tig00007965	1348306	1349156	264.9	163
EOG09264XTW	Complete	tig00007965	1370465	1372247	329.2	236
EOG09264XUV	Missing
EOG09264XVU	Complete	tig00007936	2559697	2560461	133.4	137
EOG09264XYD	Complete	tig00000154	805924	806843	183.5	151
EOG09264Y0W	Complete	tig00000347	1414240	1414846	267.6	162
EOG09264YEG	Complete	tig00000154	2296470	2297146	252.3	132
EOG09264YHS	Duplicated	tig00000154	4007661	4008483	239.9	160
EOG09264YHS	Duplicated	tig00007986	504649	505288	205.6	160
EOG09264YIJ	Complete	tig00007953	3003883	3004578	89.3	107
EOG09264YKY	Complete	tig00007939	4539787	4540844	217.2	124
EOG09264YNR	Complete	tig00007936	676038	676844	282.8	157
EOG09264Z1B	Complete	tig00007953	1035599	1036572	229.9	112
EOG09264Z3D	Complete	tig00000523	2132858	2133423	145.5	99
EOG09264ZDJ	Complete	tig00007956	1205623	1206298	171.4	163
EOG09264ZDZ	Complete	tig00007946	1050951	1051785	148.1	103
EOG09264ZI5	Complete	tig00007936	3902194	3902788	91.3	97
EOG09264ZQC	Complete	tig00000347	1627922	1628663	143.1	100
EOG09264ZWF	Complete	tig00000154	2388639	2389319	211.7	121
EOG09264ZXA	Complete	tig00007953	2359581	2360404	247.6	173
EOG09265040	Complete	tig00000347	1022957	1024008	140.3	136
EOG0926505R	Complete	tig00007936	2389030	2390100	164.9	142
EOG0926506U	Complete	tig00000154	2673529	2674013	261.4	134
EOG0926506Z	Complete	tig00000154	4256176	4256779	158.7	108
EOG092650I8	Complete	tig00007936	4855711	4856211	130.9	123
EOG092650VI	Complete	tig00007936	2148836	2149597	120.5	106
EOG0926510L	Complete	tig00007946	2966454	2967197	229.7	190
EOG0926514P	Complete	tig00000154	2847277	2847963	251.0	132
EOG092651BA	Complete	tig00000523	1746432	1747575	163.7	81
EOG092651FJ	Complete	tig00007953	2523988	2525715	249.6	189
EOG092651HW	Complete	tig00007936	1663339	1665367	230.5	330
EOG092651K1	Complete	tig00000347	2057732	2062961	41.7	93
EOG092651LN	Complete	tig00007939	1495528	1496234	271.1	146
EOG092651OF	Complete	tig00007946	1348617	1349442	137.4	118
EOG0926522L	Complete	tig00000154	3590269	3591237	193.9	106
EOG092652KR	Complete	tig00000154	2429607	2430108	184.6	119
EOG092652NQ	Complete	tig00007936	3896697	3898101	155.5	140
EOG092652TN	Complete	tig00007936	4700563	4701056	138.9	82
EOG092652Y6	Complete	tig00007956	1725189	1725909	207.4	114
EOG092652YI	Complete	tig00007953	1639272	1639671	122.7	70
EOG092652ZZ	Complete	tig00007965	1881702	1882226	123.9	108
EOG09265313	Complete	tig00000523	2207150	2207806	112.9	123
EOG0926534P	Complete	tig00007939	3486458	3488452	132.9	248
EOG0926539T	Complete	tig00007956	2456031	2456411	143.4	97
EOG092653KS	Complete	tig00007953	3436896	3437522	176.4	92
EOG092653LT	Complete	tig00007939	4099184	4100086	83.5	153
EOG092653NM	Complete	tig00007936	1587787	1588945	277.6	135
EOG092653O3	Complete	tig00000154	3492069	3492749	210.4	162
EOG092653SU	Complete	tig00007956	1659005	1659675	129.5	87
EOG092653VU	Complete	tig00007953	4081709	4082601	167.5	165
EOG092653YS	Missing
EOG092654KW	Complete	tig00007936	1832687	1833445	199.7	132
EOG092654LJ	Complete	tig00007965	1418778	1419375	206.7	133
EOG092654O3	Complete	tig00000154	662192	664568	86.1	70
EOG092654QZ	Complete	tig00000523	2138273	2138986	115.5	96
EOG092654RM	Complete	tig00007956	3231408	3232169	167.9	105
EOG092654VM	Complete	tig00000154	3485160	3485868	152.5	119
EOG092654XA	Complete	tig00007953	3205584	3206100	151.9	124
EOG09265552	Complete	tig00000154	1224152	1224777	196.1	113
EOG09265591	Complete	tig00007953	3619247	3619805	169.7	114
EOG092655IF	Complete	tig00007946	1501405	1501975	105.3	97
EOG092655L0	Complete	tig00007936	4617867	4618584	142.5	116
EOG092655M5	Complete	tig00000154	3758801	3759658	161.7	166
EOG092655SO	Complete	tig00000347	1288854	1289795	113.2	211
EOG092656CM	Missing
EOG092656IY	Complete	tig00007936	2259001	2259657	90.7	67
EOG092656JA	Complete	tig00000154	1287249	1287772	129.1	107
EOG092656RK	Complete	tig00007939	3258150	3259346	326.2	177
EOG0926577T	Complete	tig00000154	2826365	2827292	146.5	148
EOG0926578E	Complete	tig00000347	1486301	1487046	161.0	109
EOG092657H8	Complete	tig00000154	1074944	1075761	179.1	120
EOG092657UN	Complete	tig00000154	3757104	3758257	224.5	153
EOG092657YR	Complete	tig00000523	1409629	1410616	211.9	121
EOG09265822	Complete	tig00007936	3901019	3901989	147.9	106
EOG0926587S	Complete	tig00007953	2637371	2638167	147.9	146
EOG092658CI	Complete	tig00000347	340257	340978	92.1	91
EOG092658NW	Complete	tig00007965	1856767	1857762	209.0	294
EOG092658QH	Missing
EOG092658SK	Complete	tig00007936	2668389	2669189	259.9	133
EOG092658WS	Complete	tig00007936	3832602	3833204	82.2	68
EOG092658WY	Complete	tig00007939	2915596	2916338	147.9	91
EOG092658X5	Complete	tig00007936	3228065	3228607	97.7	61
EOG092658ZO	Complete	tig00007946	2118000	2118488	164.2	122
EOG0926591L	Complete	tig00000154	2039867	2041052	153.5	108
EOG092659DX	Complete	tig00007939	4408914	4409580	110.8	89
EOG092659OC	Complete	tig00007956	1829220	1829897	158.3	123
EOG09265A08	Complete	tig00000347	1521324	1521914	119.4	97
EOG09265A4E	Complete	tig00007953	2465448	2466069	162.3	107
EOG09265AL8	Complete	tig00007936	3566143	3566941	237.0	184
EOG09265ANI	Complete	tig00000154	1642676	1648391	234.5	145
EOG09265AT5	Complete	tig00000523	1416232	1416745	155.0	81
EOG09265B1X	Complete	tig00000154	2713860	2714627	220.8	187
EOG09265B4G	Complete	tig00000347	381161	382177	117.0	104
EOG09265B95	Complete	tig00007946	1727557	1728351	145.2	132
EOG09265BAK	Complete	tig00000154	3011334	3011948	124.8	93
EOG09265BBJ	Complete	tig00000154	3756154	3756852	128.3	88
EOG09265BCT	Complete	tig00007956	2184423	2185121	146.1	105
EOG09265BE5	Complete	tig00007946	2964445	2965303	108.2	99
EOG09265BG5	Complete	tig00007953	3723471	3723985	182.3	118
EOG09265BJ3	Complete	tig00007946	3117283	3118034	111.4	100
EOG09265BTA	Complete	tig00007946	2636089	2636651	217.8	109
EOG09265BTC	Complete	tig00007956	2494405	2495173	172.2	93
EOG09265BWR	Complete	tig00007956	2482381	2482888	190.4	128
EOG09265C25	Complete	tig00000154	1854741	1856474	148.6	155
EOG09265CCT	Complete	tig00007956	3368639	3369633	328.0	163
EOG09265CFP	Complete	tig00007946	2119230	2119690	168.4	97
EOG09265CN0	Complete	tig00000154	1649894	1650537	217.6	121
EOG09265CQO	Complete	tig00007936	1159273	1160291	241.2	116
EOG09265D7J	Fragmented	tig00007936	672292	677765	63.2	59
EOG09265DAV	Complete	tig00007946	3024276	3024793	211.3	113
EOG09265DDU	Complete	tig00007965	2268708	2269293	131.1	107
EOG09265DRM	Complete	tig00007956	3123393	3124582	131.3	177
EOG09265DVA	Complete	tig00007946	2919102	2920438	158.2	126
